"CodeObj","Vaddr","Instruction","Hitcount","Latency","Stall","Idle","Source"
4,804832,"v_and_b32_e32 v17, 0x7fffffff, v3",48,192,0,0,""
4,804840,"v_bfe_u32 v27, v18, 16, 1",48,192,0,0,""
4,804848,"v_add3_u32 v19, v19, v26, s3",48,192,0,0,""
4,804856,"v_lshrrev_b32_e32 v20, 16, v20",48,192,0,0,""
4,804860,"v_cmp_o_f32_e32 vcc, v11, v11",48,192,0,0,""
4,804864,"v_lshlrev_b32_e32 v4, 16, v4",48,192,0,0,""
4,804868,"v_and_b32_e32 v24, 0x7fffffff, v15",48,192,0,0,""
4,804876,"v_bfe_u32 v28, v17, 16, 1",48,412,220,0,""
4,804884,"v_add3_u32 v18, v18, v27, s3",48,196,4,0,""
4,804892,"v_lshrrev_b32_e32 v19, 16, v19",48,192,0,0,""
4,804896,"v_cndmask_b32_e32 v11, v1, v20, vcc",48,192,0,0,""
4,804900,"v_cmp_o_f32_e32 vcc, v2, v2",48,192,0,0,""
4,804904,"v_and_b32_e32 v16, 0xffff0000, v5",48,192,0,0,""
4,804912,"v_and_b32_e32 v23, 0x7fffffff, v4",48,192,0,0,""
4,804920,"v_bfe_u32 v29, v24, 16, 1",48,192,0,0,""
4,804928,"v_add3_u32 v17, v17, v28, s3",48,196,4,0,""
4,804936,"v_lshrrev_b32_e32 v18, 16, v18",48,192,0,0,""
4,804940,"v_cndmask_b32_e32 v2, v1, v19, vcc",48,192,0,0,""
4,804944,"v_cmp_o_f32_e32 vcc, v14, v14",48,192,0,0,""
4,804948,"v_lshlrev_b32_e32 v5, 16, v5",48,192,0,0,""
4,804952,"v_and_b32_e32 v22, 0x7fffffff, v16",48,192,0,0,""
4,804960,"v_bfe_u32 v30, v23, 16, 1",48,196,4,0,""
4,804968,"v_add3_u32 v24, v24, v29, s3",48,192,0,0,""
4,804976,"v_lshrrev_b32_e32 v17, 16, v17",48,192,0,0,""
4,804980,"v_cndmask_b32_e32 v14, v1, v18, vcc",48,192,0,0,""
4,804984,"v_cmp_o_f32_e32 vcc, v3, v3",48,248,56,0,""
4,804988,"v_and_b32_e32 v21, 0x7fffffff, v5",48,192,0,0,""
4,804996,"v_bfe_u32 v31, v22, 16, 1",48,248,56,0,""
4,805004,"v_add3_u32 v23, v23, v30, s3",48,192,0,0,""
4,805012,"v_lshrrev_b32_e32 v24, 16, v24",48,192,0,0,""
4,805016,"v_cndmask_b32_e32 v3, v1, v17, vcc",48,192,0,0,""
4,805020,"v_cmp_o_f32_e32 vcc, v15, v15",48,404,212,0,""
4,805024,"v_bfe_u32 v32, v21, 16, 1",48,196,4,0,""
4,805032,"v_add3_u32 v22, v22, v31, s3",48,192,0,0,""
4,805040,"v_lshrrev_b32_e32 v23, 16, v23",48,192,0,0,""
4,805044,"v_cndmask_b32_e32 v15, v1, v24, vcc",48,192,0,0,""
4,805048,"v_cmp_o_f32_e32 vcc, v4, v4",48,404,212,0,""
4,805052,"v_add3_u32 v21, v21, v32, s3",48,196,4,0,""
4,805060,"v_lshrrev_b32_e32 v22, 16, v22",48,192,0,0,""
4,805064,"v_cndmask_b32_e32 v4, v1, v23, vcc",48,192,0,0,""
4,805068,"v_cmp_o_f32_e32 vcc, v16, v16",48,192,0,0,""
4,805072,"s_waitcnt vmcnt(0)",48,21248,21248,0,""
4,805076,"v_and_b32_e32 v25, 0xffff0000, v6",48,192,0,0,""
4,805084,"v_lshrrev_b32_e32 v21, 16, v21",48,192,0,0,""
4,805088,"v_cndmask_b32_e32 v16, v1, v22, vcc",48,204,12,0,""
4,805092,"v_cmp_o_f32_e32 vcc, v5, v5",48,340,148,0,""
4,805096,"v_lshlrev_b32_e32 v6, 16, v6",48,416,224,0,""
4,805100,"v_and_b32_e32 v30, 0x7fffffff, v25",48,196,4,0,""
4,805108,"v_cndmask_b32_e32 v5, v1, v21, vcc",48,200,8,0,""
4,805112,"v_and_b32_e32 v29, 0x7fffffff, v6",48,192,0,0,""
4,805120,"v_bfe_u32 v17, v30, 16, 1",48,388,196,0,""
4,805128,"v_perm_b32 v5, v16, v5, s8",48,196,4,0,""
4,805136,"v_perm_b32 v4, v15, v4, s8",48,192,0,0,""
4,805144,"v_perm_b32 v3, v14, v3, s8",48,408,216,0,""
4,805152,"v_perm_b32 v2, v11, v2, s8",48,196,4,0,""
4,805160,"v_and_b32_e32 v26, 0xffff0000, v7",48,192,0,0,""
4,805168,"v_bfe_u32 v18, v29, 16, 1",48,192,0,0,""
4,805176,"global_store_dwordx4 v10, v[2:5], s[0:1]",48,28108,27916,384,""
4,805184,"v_and_b32_e32 v28, 0x7fffffff, v26",48,196,0,0,""
4,805192,"v_cmp_o_f32_e32 vcc, v25, v25",48,440,248,0,""
4,805196,"v_add3_u32 v5, v30, v17, s3",48,288,96,0,""
4,805204,"v_add3_u32 v4, v29, v18, s3",48,196,4,0,""
4,805212,"v_lshrrev_b32_e32 v5, 16, v5",48,192,0,0,""
4,805216,"v_lshlrev_b32_e32 v7, 16, v7",48,192,0,0,""
4,805220,"v_bfe_u32 v19, v28, 16, 1",48,192,0,0,""
4,805228,"v_lshrrev_b32_e32 v4, 16, v4",48,192,0,0,""
4,805232,"v_cndmask_b32_e32 v10, v1, v5, vcc",48,192,0,0,""
4,805236,"v_cmp_o_f32_e32 vcc, v6, v6",48,192,0,0,""
4,805240,"v_and_b32_e32 v27, 0x7fffffff, v7",48,192,0,0,""
4,805248,"v_add3_u32 v3, v28, v19, s3",48,192,0,0,""
4,805256,"v_cndmask_b32_e32 v6, v1, v4, vcc",48,192,0,0,""
4,805260,"v_and_b32_e32 v4, 0xffff0000, v8",48,192,0,0,""
4,805268,"v_bfe_u32 v2, v27, 16, 1",48,192,0,0,""
4,805276,"v_lshrrev_b32_e32 v3, 16, v3",48,192,0,0,""
4,805280,"v_cmp_o_f32_e32 vcc, v26, v26",48,192,0,0,""
4,805284,"v_lshlrev_b32_e32 v5, 16, v8",48,192,0,0,""
4,805288,"v_and_b32_e32 v15, 0x7fffffff, v4",48,192,0,0,""
4,805296,"v_add3_u32 v2, v27, v2, s3",48,192,0,0,""
4,805304,"v_cndmask_b32_e32 v3, v1, v3, vcc",48,192,0,0,""
4,805308,"v_cmp_o_f32_e32 vcc, v7, v7",48,192,0,0,""
4,805312,"v_and_b32_e32 v7, 0xffff0000, v9",48,192,0,0,""
4,805320,"v_and_b32_e32 v14, 0x7fffffff, v5",48,192,0,0,""
4,805328,"v_bfe_u32 v16, v15, 16, 1",48,192,0,0,""
4,805336,"v_lshrrev_b32_e32 v2, 16, v2",48,192,0,0,""
4,805340,"v_lshlrev_b32_e32 v8, 16, v9",48,192,0,0,""
4,805344,"v_and_b32_e32 v11, 0x7fffffff, v7",48,192,0,0,""
4,805352,"v_bfe_u32 v17, v14, 16, 1",48,192,0,0,""
4,805360,"v_add3_u32 v15, v15, v16, s3",48,192,0,0,""
4,805368,"v_cndmask_b32_e32 v2, v1, v2, vcc",48,192,0,0,""
4,805372,"v_and_b32_e32 v9, 0x7fffffff, v8",48,192,0,4,""
4,805380,"v_bfe_u32 v18, v11, 16, 1",48,192,0,0,""
4,805388,"v_add3_u32 v14, v14, v17, s3",48,192,0,0,""
4,805396,"v_lshrrev_b32_e32 v15, 16, v15",48,192,0,0,""
4,805400,"v_cmp_o_f32_e32 vcc, v4, v4",48,192,0,0,""
4,805404,"v_bfe_u32 v19, v9, 16, 1",48,192,0,4,""
4,805412,"v_add3_u32 v11, v11, v18, s3",48,192,0,0,""
4,805420,"v_lshrrev_b32_e32 v14, 16, v14",48,192,0,0,""
4,805424,"v_cndmask_b32_e32 v4, v1, v15, vcc",48,192,0,0,""
4,805428,"v_cmp_o_f32_e32 vcc, v5, v5",48,192,0,0,""
4,805432,"v_add3_u32 v9, v9, v19, s3",48,192,0,0,""
4,805440,"v_lshrrev_b32_e32 v11, 16, v11",48,192,0,0,""
4,805444,"v_cndmask_b32_e32 v14, v1, v14, vcc",48,192,0,0,""
4,805448,"v_cmp_o_f32_e32 vcc, v7, v7",48,192,0,0,""
4,805452,"v_lshrrev_b32_e32 v9, 16, v9",48,192,0,0,""
4,805456,"v_perm_b32 v3, v3, v2, s8",48,192,0,0,""
4,805464,"v_cndmask_b32_e32 v5, v1, v11, vcc",48,192,0,0,""
4,805468,"v_cmp_o_f32_e32 vcc, v8, v8",48,192,0,0,""
4,805472,"v_perm_b32 v2, v10, v6, s8",48,200,8,0,""
4,805480,"v_perm_b32 v4, v4, v14, s8",48,192,0,0,""
4,805488,"v_cndmask_b32_e32 v1, v1, v9, vcc",48,192,0,0,""
4,805492,"v_add_co_u32_e32 v6, vcc, 0x1000, v12",48,192,0,0,""
4,805500,"v_perm_b32 v5, v5, v1, s8",48,192,0,4,""
4,805508,"s_nop 0",48,192,192,0,""
4,805512,"v_addc_co_u32_e32 v7, vcc, 0, v13, vcc",48,192,0,0,""
4,805516,"global_store_dwordx4 v[6:7], v[2:5], off",48,8528,8316,384,""
4,805524,"s_mov_b64 s[0:1], 0",48,192,0,52,""
4,805528,"s_andn2_b64 vcc, exec, s[0:1]",48,192,0,0,""
4,805532,"s_cbranch_vccnz 623",48,192,0,192,""
4,805536,"v_cmp_gt_i32_e32 vcc, s10, v0",0,0,0,0,""
4,805540,"v_mov_b32_e32 v1, 0",0,0,0,0,""
4,805544,"v_or_b32_e32 v2, s2, v0",0,0,0,0,""
4,805548,"v_mov_b32_e32 v7, 0",0,0,0,0,""
4,805552,"v_mov_b32_e32 v18, v0",0,0,0,0,""
4,805556,"s_and_saveexec_b64 s[0:1], vcc",0,0,0,0,""
4,805560,"s_cbranch_execz 9",0,0,0,0,""
4,805564,"v_mov_b32_e32 v3, 0",0,0,0,0,""
4,805568,"v_lshl_add_u64 v[4:5], v[2:3], 1, s[6:7]",0,0,0,0,""
4,805576,"global_load_ushort v3, v[4:5], off",0,0,0,0,""
4,805584,"v_or_b32_e32 v18, 0x100, v0",0,0,0,0,""
4,805592,"s_waitcnt vmcnt(0)",0,0,0,0,""
4,805596,"v_lshlrev_b32_e32 v7, 16, v3",0,0,0,0,""
4,805600,"s_or_b64 exec, exec, s[0:1]",0,0,0,0,""
4,805604,"v_cmp_gt_i32_e64 s[0:1], s10, v18",0,0,0,0,""
4,805612,"s_and_saveexec_b64 s[8:9], s[0:1]",0,0,0,0,""
4,805616,"s_cbranch_execz 10",0,0,0,0,""
4,805620,"v_add_u32_e32 v4, s2, v18",0,0,0,0,""
4,805624,"v_mov_b32_e32 v5, 0",0,0,0,0,""
4,805628,"v_lshl_add_u64 v[4:5], v[4:5], 1, s[6:7]",0,0,0,0,""
4,805636,"global_load_ushort v1, v[4:5], off",0,0,0,0,""
4,805644,"v_add_u32_e32 v18, 0x100, v18",0,0,0,0,""
4,805652,"s_waitcnt vmcnt(0)",0,0,0,0,""
4,805656,"v_lshlrev_b32_e32 v1, 16, v1",0,0,0,0,""
4,805660,"s_or_b64 exec, exec, s[8:9]",0,0,0,0,""
4,805664,"v_cmp_gt_i32_e64 s[0:1], s10, v18",0,0,0,0,""
4,805672,"v_mov_b32_e32 v3, 0",0,0,0,0,""
4,805676,"v_mov_b32_e32 v9, 0",0,0,0,0,""
4,805680,"s_and_saveexec_b64 s[8:9], s[0:1]",0,0,0,0,""
4,805684,"s_cbranch_execz 10",0,0,0,0,""
4,805688,"v_add_u32_e32 v4, s2, v18",0,0,0,0,""
4,805692,"v_mov_b32_e32 v5, 0",0,0,0,0,""
4,805696,"v_lshl_add_u64 v[4:5], v[4:5], 1, s[6:7]",0,0,0,0,""
4,805704,"global_load_ushort v4, v[4:5], off",0,0,0,0,""
4,805712,"v_add_u32_e32 v18, 0x100, v18",0,0,0,0,""
4,805720,"s_waitcnt vmcnt(0)",0,0,0,0,""
4,805724,"v_lshlrev_b32_e32 v9, 16, v4",0,0,0,0,""
4,805728,"s_or_b64 exec, exec, s[8:9]",0,0,0,0,""
4,805732,"v_cmp_gt_i32_e64 s[0:1], s10, v18",0,0,0,0,""
4,805740,"s_and_saveexec_b64 s[8:9], s[0:1]",0,0,0,0,""
4,805744,"s_cbranch_execz 10",0,0,0,0,""
4,805748,"v_add_u32_e32 v4, s2, v18",0,0,0,0,""
4,805752,"v_mov_b32_e32 v5, 0",0,0,0,0,""
4,805756,"v_lshl_add_u64 v[4:5], v[4:5], 1, s[6:7]",0,0,0,0,""
4,805764,"global_load_ushort v3, v[4:5], off",0,0,0,0,""
4,805772,"v_add_u32_e32 v18, 0x100, v18",0,0,0,0,""
4,805780,"s_waitcnt vmcnt(0)",0,0,0,0,""
4,805784,"v_lshlrev_b32_e32 v3, 16, v3",0,0,0,0,""
4,805788,"s_or_b64 exec, exec, s[8:9]",0,0,0,0,""
4,805792,"v_cmp_gt_i32_e64 s[0:1], s10, v18",0,0,0,0,""
4,805800,"v_mov_b32_e32 v4, 0",0,0,0,0,""
4,805804,"v_mov_b32_e32 v11, 0",0,0,0,0,""
4,805808,"s_and_saveexec_b64 s[8:9], s[0:1]",0,0,0,0,""
4,805812,"s_cbranch_execz 10",0,0,0,0,""
4,805816,"v_add_u32_e32 v10, s2, v18",0,0,0,0,""
4,805820,"v_mov_b32_e32 v11, 0",0,0,0,0,""
4,805824,"v_lshl_add_u64 v[10:11], v[10:11], 1, s[6:7]",0,0,0,0,""
4,805832,"global_load_ushort v5, v[10:11], off",0,0,0,0,""
4,805840,"v_add_u32_e32 v18, 0x100, v18",0,0,0,0,""
4,805848,"s_waitcnt vmcnt(0)",0,0,0,0,""
4,805852,"v_lshlrev_b32_e32 v11, 16, v5",0,0,0,0,""
4,805856,"s_or_b64 exec, exec, s[8:9]",0,0,0,0,""
4,805860,"v_cmp_gt_i32_e64 s[0:1], s10, v18",0,0,0,0,""
4,805868,"s_and_saveexec_b64 s[8:9], s[0:1]",0,0,0,0,""
4,805872,"s_cbranch_execz 10",0,0,0,0,""
4,805876,"v_add_u32_e32 v4, s2, v18",0,0,0,0,""
4,805880,"v_mov_b32_e32 v5, 0",0,0,0,0,""
4,805884,"v_lshl_add_u64 v[4:5], v[4:5], 1, s[6:7]",0,0,0,0,""
4,805892,"global_load_ushort v4, v[4:5], off",0,0,0,0,""
4,805900,"v_add_u32_e32 v18, 0x100, v18",0,0,0,0,""
4,805908,"s_waitcnt vmcnt(0)",0,0,0,0,""
4,805912,"v_lshlrev_b32_e32 v4, 16, v4",0,0,0,0,""
4,805916,"s_or_b64 exec, exec, s[8:9]",0,0,0,0,""
4,805920,"v_cmp_gt_i32_e64 s[0:1], s10, v18",0,0,0,0,""
4,805928,"v_mov_b32_e32 v5, 0",0,0,0,0,""
4,805932,"v_mov_b32_e32 v13, 0",0,0,0,0,""
4,805936,"s_and_saveexec_b64 s[8:9], s[0:1]",0,0,0,0,""
4,805940,"s_cbranch_execz 10",0,0,0,0,""
4,805944,"v_add_u32_e32 v12, s2, v18",0,0,0,0,""
4,805948,"v_mov_b32_e32 v13, 0",0,0,0,0,""
4,805952,"v_lshl_add_u64 v[12:13], v[12:13], 1, s[6:7]",0,0,0,0,""
4,805960,"global_load_ushort v6, v[12:13], off",0,0,0,0,""
4,805968,"v_add_u32_e32 v18, 0x100, v18",0,0,0,0,""
4,805976,"s_waitcnt vmcnt(0)",0,0,0,0,""
4,805980,"v_lshlrev_b32_e32 v13, 16, v6",0,0,0,0,""
4,805984,"s_or_b64 exec, exec, s[8:9]",0,0,0,0,""
4,805988,"v_cmp_gt_i32_e64 s[0:1], s10, v18",0,0,0,0,""
4,805996,"s_and_saveexec_b64 s[8:9], s[0:1]",0,0,0,0,""
4,806000,"s_cbranch_execz 10",0,0,0,0,""
4,806004,"v_add_u32_e32 v14, s2, v18",0,0,0,0,""
4,806008,"v_mov_b32_e32 v15, 0",0,0,0,0,""
4,806012,"v_lshl_add_u64 v[14:15], v[14:15], 1, s[6:7]",0,0,0,0,""
4,806020,"global_load_ushort v5, v[14:15], off",0,0,0,0,""
4,806028,"v_add_u32_e32 v18, 0x100, v18",0,0,0,0,""
4,806036,"s_waitcnt vmcnt(0)",0,0,0,0,""
4,806040,"v_lshlrev_b32_e32 v5, 16, v5",0,0,0,0,""
4,806044,"s_or_b64 exec, exec, s[8:9]",0,0,0,0,""
4,806048,"v_cmp_gt_i32_e64 s[0:1], s10, v18",0,0,0,0,""
4,806056,"v_mov_b32_e32 v6, 0",0,0,0,0,""
4,806060,"v_mov_b32_e32 v14, 0",0,0,0,0,""
4,806064,"s_and_saveexec_b64 s[8:9], s[0:1]",0,0,0,0,""
4,806068,"s_cbranch_execz 10",0,0,0,0,""
4,806072,"v_add_u32_e32 v14, s2, v18",0,0,0,0,""
4,806076,"v_mov_b32_e32 v15, 0",0,0,0,0,""
4,806080,"v_lshl_add_u64 v[14:15], v[14:15], 1, s[6:7]",0,0,0,0,""
4,806088,"global_load_ushort v8, v[14:15], off",0,0,0,0,""
4,806096,"v_add_u32_e32 v18, 0x100, v18",0,0,0,0,""
4,806104,"s_waitcnt vmcnt(0)",0,0,0,0,""
4,806108,"v_lshlrev_b32_e32 v14, 16, v8",0,0,0,0,""
4,806112,"s_or_b64 exec, exec, s[8:9]",0,0,0,0,""
4,806116,"v_cmp_gt_i32_e64 s[0:1], s10, v18",0,0,0,0,""
4,806124,"s_and_saveexec_b64 s[8:9], s[0:1]",0,0,0,0,""
4,806128,"s_cbranch_execz 10",0,0,0,0,""
4,806132,"v_add_u32_e32 v16, s2, v18",0,0,0,0,""
4,806136,"v_mov_b32_e32 v17, 0",0,0,0,0,""
4,806140,"v_lshl_add_u64 v[16:17], v[16:17], 1, s[6:7]",0,0,0,0,""
4,806148,"global_load_ushort v6, v[16:17], off",0,0,0,0,""
4,806156,"v_add_u32_e32 v18, 0x100, v18",0,0,0,0,""
4,806164,"s_waitcnt vmcnt(0)",0,0,0,0,""
4,806168,"v_lshlrev_b32_e32 v6, 16, v6",0,0,0,0,""
4,806172,"s_or_b64 exec, exec, s[8:9]",0,0,0,0,""
4,806176,"v_cmp_gt_i32_e64 s[0:1], s10, v18",0,0,0,0,""
4,806184,"v_mov_b32_e32 v8, 0",0,0,0,0,""
4,806188,"v_mov_b32_e32 v15, 0",0,0,0,0,""
4,806192,"s_and_saveexec_b64 s[8:9], s[0:1]",0,0,0,0,""
4,806196,"s_cbranch_execz 10",0,0,0,0,""
4,806200,"v_add_u32_e32 v16, s2, v18",0,0,0,0,""
4,806204,"v_mov_b32_e32 v17, 0",0,0,0,0,""
4,806208,"v_lshl_add_u64 v[16:17], v[16:17], 1, s[6:7]",0,0,0,0,""
4,806216,"global_load_ushort v10, v[16:17], off",0,0,0,0,""
4,806224,"v_add_u32_e32 v18, 0x100, v18",0,0,0,0,""
4,806232,"s_waitcnt vmcnt(0)",0,0,0,0,""
4,806236,"v_lshlrev_b32_e32 v15, 16, v10",0,0,0,0,""
4,806240,"s_or_b64 exec, exec, s[8:9]",0,0,0,0,""
4,806244,"v_cmp_gt_i32_e64 s[0:1], s10, v18",0,0,0,0,""
4,806252,"s_and_saveexec_b64 s[8:9], s[0:1]",0,0,0,0,""
4,806256,"s_cbranch_execz 10",0,0,0,0,""
4,806260,"v_add_u32_e32 v16, s2, v18",0,0,0,0,""
4,806264,"v_mov_b32_e32 v17, 0",0,0,0,0,""
4,806268,"v_lshl_add_u64 v[16:17], v[16:17], 1, s[6:7]",0,0,0,0,""
4,806276,"global_load_ushort v8, v[16:17], off",0,0,0,0,""
4,806284,"v_add_u32_e32 v18, 0x100, v18",0,0,0,0,""
4,806292,"s_waitcnt vmcnt(0)",0,0,0,0,""
4,806296,"v_lshlrev_b32_e32 v8, 16, v8",0,0,0,0,""
4,806300,"s_or_b64 exec, exec, s[8:9]",0,0,0,0,""
4,806304,"v_cmp_gt_i32_e64 s[0:1], s10, v18",0,0,0,0,""
4,806312,"v_mov_b32_e32 v10, 0",0,0,0,0,""
4,806316,"v_mov_b32_e32 v16, 0",0,0,0,0,""
4,806320,"s_and_saveexec_b64 s[8:9], s[0:1]",0,0,0,0,""
4,806324,"s_cbranch_execz 10",0,0,0,0,""
4,806328,"v_add_u32_e32 v16, s2, v18",0,0,0,0,""
4,806332,"v_mov_b32_e32 v17, 0",0,0,0,0,""
4,806336,"v_lshl_add_u64 v[16:17], v[16:17], 1, s[6:7]",0,0,0,0,""
4,806344,"global_load_ushort v12, v[16:17], off",0,0,0,0,""
4,806352,"v_add_u32_e32 v18, 0x100, v18",0,0,0,0,""
4,806360,"s_waitcnt vmcnt(0)",0,0,0,0,""
4,806364,"v_lshlrev_b32_e32 v16, 16, v12",0,0,0,0,""
4,806368,"s_or_b64 exec, exec, s[8:9]",0,0,0,0,""
4,806372,"v_cmp_gt_i32_e64 s[0:1], s10, v18",0,0,0,0,""
4,806380,"s_and_saveexec_b64 s[8:9], s[0:1]",0,0,0,0,""
4,806384,"s_cbranch_execz 10",0,0,0,0,""
4,806388,"v_add_u32_e32 v20, s2, v18",0,0,0,0,""
4,806392,"v_mov_b32_e32 v21, 0",0,0,0,0,""
4,806396,"v_lshl_add_u64 v[20:21], v[20:21], 1, s[6:7]",0,0,0,0,""
4,806404,"global_load_ushort v10, v[20:21], off",0,0,0,0,""
4,806412,"v_add_u32_e32 v18, 0x100, v18",0,0,0,0,""
4,806420,"s_waitcnt vmcnt(0)",0,0,0,0,""
4,806424,"v_lshlrev_b32_e32 v10, 16, v10",0,0,0,0,""
4,806428,"s_or_b64 exec, exec, s[8:9]",0,0,0,0,""
4,806432,"v_cmp_gt_i32_e64 s[0:1], s10, v18",0,0,0,0,""
4,806440,"v_mov_b32_e32 v12, 0",0,0,0,0,""
4,806444,"v_mov_b32_e32 v17, 0",0,0,0,0,""
4,806448,"s_and_saveexec_b64 s[8:9], s[0:1]",0,0,0,0,""
4,806452,"s_cbranch_execnz 394",0,0,0,0,""
4,806456,"s_or_b64 exec, exec, s[8:9]",0,0,0,0,""
4,806460,"v_cmp_gt_i32_e64 s[0:1], s10, v18",0,0,0,0,""
4,806468,"s_and_saveexec_b64 s[8:9], s[0:1]",0,0,0,0,""
4,806472,"s_cbranch_execnz 404",0,0,0,0,""
4,806476,"s_or_b64 exec, exec, s[8:9]",0,0,0,0,""
4,806480,"s_and_saveexec_b64 s[6:7], vcc",0,0,0,0,""
4,806484,"v_and_b32_e32 v18, 0x7fffffff, v7",0,0,0,0,""
4,806492,"v_bfe_u32 v19, v18, 16, 1",0,0,0,0,""
4,806500,"s_movk_i32 s0, 0x7fff",0,0,0,0,""
4,806504,"v_add3_u32 v18, v18, v19, s0",0,0,0,0,""
4,806512,"v_lshrrev_b32_e32 v18, 16, v18",0,0,0,0,""
4,806516,"v_mov_b32_e32 v19, 0x7fc0",0,0,0,0,""
4,806524,"v_cmp_o_f32_e64 s[0:1], v7, v7",0,0,0,0,""
4,806532,"s_nop 1",0,0,0,0,""
4,806536,"v_cndmask_b32_e64 v18, v19, v18, s[0:1]",0,0,0,0,""
4,806544,"s_or_b64 exec, exec, s[6:7]",0,0,0,0,""
4,806548,"v_or_b32_e32 v19, 0x100, v0",0,0,0,0,""
4,806556,"v_cmp_gt_i32_e64 s[0:1], s10, v19",0,0,0,0,""
4,806564,"s_and_saveexec_b64 s[6:7], s[0:1]",0,0,0,0,""
4,806568,"v_and_b32_e32 v7, 0x7fffffff, v1",0,0,0,0,""
4,806576,"v_bfe_u32 v20, v7, 16, 1",0,0,0,0,""
4,806584,"s_movk_i32 s0, 0x7fff",0,0,0,0,""
4,806588,"v_add3_u32 v7, v7, v20, s0",0,0,0,0,""
4,806596,"v_lshrrev_b32_e32 v7, 16, v7",0,0,0,0,""
4,806600,"v_mov_b32_e32 v20, 0x7fc0",0,0,0,0,""
4,806608,"v_cmp_o_f32_e64 s[0:1], v1, v1",0,0,0,0,""
4,806616,"s_nop 1",0,0,0,0,""
4,806620,"v_cndmask_b32_e64 v7, v20, v7, s[0:1]",0,0,0,0,""
4,806628,"s_or_b64 exec, exec, s[6:7]",0,0,0,0,""
4,806632,"v_or_b32_e32 v1, 0x200, v0",0,0,0,0,""
4,806640,"v_cmp_gt_i32_e64 s[0:1], s10, v1",0,0,0,0,""
4,806648,"s_and_saveexec_b64 s[6:7], s[0:1]",0,0,0,0,""
4,806652,"v_and_b32_e32 v1, 0x7fffffff, v9",0,0,0,0,""
4,806660,"v_bfe_u32 v20, v1, 16, 1",0,0,0,0,""
4,806668,"s_movk_i32 s0, 0x7fff",0,0,0,0,""
